Enrollment ID,Course Name,Student ID,Enrollment Timestamp,Completion Status
824,Mobile Computing,351,2023-10-17 10:43:23,Completed
825,Introduction to Data Science,1416,2023-10-09 10:43:23,Completed
826,Introduction to Data Science,1140,2024-03-22 10:43:23,In Progress
827,Mobile Computing,1470,2024-07-14 10:43:23,Completed
828,Introduction to Data Science,425,2024-08-03 10:43:23,In Progress
829,Mobile Computing,855,2024-05-11 10:43:23,Completed
830,Introduction to Data Science,198,2023-11-26 10:43:23,Completed
831,CPP,1949,2023-11-26 10:43:23,In Progress
832,Introduction to Data Science,1610,2024-07-27 10:43:23,In Progress
833,Mobile Computing,1825,2024-05-07 10:43:23,In Progress
834,CPP,97,2024-06-05 10:43:23,In Progress
835,Mobile Computing,164,2024-02-07 10:43:23,Completed
836,Introduction to Data Science,1837,2024-08-29 10:43:23,Completed
837,CPP,1577,2024-05-02 10:43:23,In Progress
838,Introduction to Data Science,803,2023-10-04 10:43:23,In Progress
839,Introduction to Data Science,1000,2024-01-18 10:43:23,In Progress
840,Mobile Computing,1930,2023-12-15 10:43:23,In Progress
841,CPP,1528,2024-06-04 10:43:23,In Progress
842,Introduction to Data Science,319,2024-05-30 10:43:23,Completed
843,Introduction to Data Science,1259,2023-11-22 10:43:23,In Progress
844,CPP,1530,2024-08-03 10:43:23,Completed
845,Introduction to Data Science,1582,2024-01-12 10:43:23,In Progress
846,CPP,937,2024-09-08 10:43:23,In Progress
847,CPP,835,2023-11-09 10:43:23,In Progress
848,Mobile Computing,1849,2024-05-26 10:43:23,In Progress
849,Mobile Computing,249,2023-10-19 10:43:23,In Progress
850,CPP,1755,2024-02-27 10:43:23,In Progress
851,Mobile Computing,1720,2024-09-01 10:43:23,In Progress
852,Introduction to Data Science,1133,2024-01-29 10:43:23,In Progress
853,CPP,1135,2024-01-13 10:43:23,In Progress
854,Mobile Computing,483,2023-10-03 10:43:23,In Progress
855,CPP,1173,2024-02-17 10:43:23,In Progress
856,Mobile Computing,512,2024-07-19 10:43:23,In Progress
857,Introduction to Data Science,156,2024-05-01 10:43:23,In Progress
858,Mobile Computing,1425,2024-09-09 10:43:23,In Progress
859,Mobile Computing,1479,2024-03-09 10:43:23,Completed
860,Mobile Computing,1589,2024-06-01 10:43:23,In Progress
861,Introduction to Data Science,210,2024-02-05 10:43:23,In Progress
862,CPP,16,2024-06-10 10:43:23,Completed
863,Introduction to Data Science,1609,2023-12-24 10:43:23,Completed
864,Mobile Computing,1157,2023-10-31 10:43:23,In Progress
865,CPP,1173,2024-03-22 10:43:23,Completed
866,Mobile Computing,1038,2024-04-10 10:43:23,Completed
867,CPP,1936,2024-01-28 10:43:23,Completed
868,Mobile Computing,1323,2023-09-26 10:43:23,In Progress
869,Mobile Computing,1901,2024-04-07 10:43:23,Completed
870,Introduction to Data Science,247,2023-12-11 10:43:23,In Progress
871,Introduction to Data Science,1192,2024-07-01 10:43:23,In Progress
872,Introduction to Data Science,1377,2024-09-12 10:43:23,In Progress
873,Introduction to Data Science,1037,2024-07-23 10:43:23,In Progress
874,CPP,596,2024-06-18 10:43:23,Completed
875,Introduction to Data Science,496,2024-05-20 10:43:23,In Progress
876,CPP,285,2024-06-11 10:43:23,Completed
877,Mobile Computing,1773,2024-06-18 10:43:23,In Progress
878,CPP,1704,2023-12-15 10:43:23,In Progress
879,Mobile Computing,1611,2023-11-07 10:43:23,Completed
880,CPP,1016,2024-08-26 10:43:23,In Progress
881,Mobile Computing,1805,2024-01-19 10:43:23,In Progress
882,Introduction to Data Science,365,2024-04-06 10:43:23,Completed
883,Introduction to Data Science,152,2023-11-01 10:43:23,Completed
884,Mobile Computing,939,2024-06-15 10:43:23,Completed
885,Introduction to Data Science,105,2024-08-26 10:43:23,In Progress
886,Mobile Computing,1941,2023-12-13 10:43:23,Completed
887,CPP,991,2024-08-11 10:43:23,In Progress
888,Introduction to Data Science,778,2023-11-18 10:43:23,Completed
889,Introduction to Data Science,427,2024-09-18 10:43:23,In Progress
890,Introduction to Data Science,514,2024-06-25 10:43:23,Completed
891,CPP,1359,2024-07-07 10:43:23,In Progress
892,CPP,688,2023-12-10 10:43:23,In Progress
893,Introduction to Data Science,1406,2024-08-11 10:43:23,In Progress
894,Mobile Computing,89,2024-07-21 10:43:23,In Progress
895,CPP,787,2023-11-19 10:43:23,Completed
896,CPP,495,2023-11-12 10:43:23,In Progress
897,Mobile Computing,631,2023-12-05 10:43:23,In Progress
898,CPP,658,2024-09-18 10:43:23,In Progress
899,Mobile Computing,1910,2023-10-23 10:43:23,Completed
900,Mobile Computing,1242,2024-04-18 10:43:23,Completed
901,Introduction to Data Science,1942,2024-04-14 10:43:23,Completed
902,Mobile Computing,1935,2024-08-06 10:43:23,Completed
903,Introduction to Data Science,1305,2023-10-31 10:43:23,In Progress
904,CPP,1158,2024-05-27 10:43:23,Completed
905,Introduction to Data Science,1202,2024-08-31 10:43:23,Completed
906,Mobile Computing,1701,2024-05-21 10:43:23,In Progress
907,Introduction to Data Science,36,2024-03-27 10:43:23,In Progress
908,CPP,738,2023-11-30 10:43:23,Completed
909,Mobile Computing,1612,2024-02-15 10:43:23,In Progress
910,CPP,800,2024-08-18 10:43:23,In Progress
911,Introduction to Data Science,126,2024-07-01 10:43:23,In Progress
912,CPP,37,2024-08-25 10:43:23,Completed
913,CPP,828,2024-09-13 10:43:23,Completed
914,Mobile Computing,1837,2023-12-27 10:43:23,Completed
915,CPP,679,2024-01-23 10:43:23,Completed
916,Mobile Computing,1570,2023-11-04 10:43:23,Completed
917,CPP,67,2024-07-06 10:43:23,Completed
918,CPP,1302,2024-06-13 10:43:23,In Progress
919,Mobile Computing,1065,2024-08-22 10:43:23,In Progress
920,Mobile Computing,1855,2024-04-08 10:43:23,Completed
921,CPP,429,2024-07-11 10:43:23,In Progress
922,CPP,314,2023-10-12 10:43:23,Completed
923,Introduction to Data Science,1631,2023-09-25 10:43:23,Completed
924,Introduction to Data Science,423,2024-08-18 10:43:23,In Progress
925,Introduction to Data Science,379,2024-05-02 10:43:23,In Progress
926,Introduction to Data Science,1539,2024-07-31 10:43:23,Completed
927,Introduction to Data Science,1945,2023-10-11 10:43:23,Completed
928,Mobile Computing,1937,2023-11-18 10:43:23,In Progress
929,Mobile Computing,1548,2024-04-28 10:43:23,In Progress
930,CPP,480,2024-02-05 10:43:23,In Progress
931,Introduction to Data Science,77,2024-06-25 10:43:23,Completed
932,CPP,635,2023-10-30 10:43:23,Completed
933,Mobile Computing,426,2023-10-09 10:43:23,In Progress
934,Mobile Computing,1486,2024-03-18 10:43:23,In Progress
935,CPP,410,2024-04-24 10:43:23,Completed
936,Introduction to Data Science,1268,2024-05-23 10:43:23,Completed
937,Mobile Computing,1970,2024-02-06 10:43:23,In Progress
938,Mobile Computing,196,2024-01-11 10:43:23,Completed
939,CPP,617,2023-10-19 10:43:23,Completed
940,Introduction to Data Science,915,2024-05-30 10:43:23,Completed
941,CPP,1909,2024-09-20 10:43:23,Completed
942,Introduction to Data Science,543,2024-09-02 10:43:23,In Progress
943,Mobile Computing,1161,2023-10-07 10:43:23,In Progress
944,Mobile Computing,1504,2023-12-12 10:43:23,In Progress
945,Introduction to Data Science,39,2024-03-10 10:43:23,Completed
946,Mobile Computing,1839,2024-07-15 10:43:23,In Progress
947,CPP,553,2024-05-03 10:43:23,In Progress
948,Introduction to Data Science,1431,2023-12-05 10:43:23,Completed
949,CPP,299,2024-03-05 10:43:23,In Progress
950,CPP,203,2024-02-22 10:43:23,In Progress
951,CPP,1672,2023-10-30 10:43:23,In Progress
952,CPP,1923,2024-02-25 10:43:23,In Progress
953,Introduction to Data Science,275,2024-03-25 10:43:23,In Progress
954,Mobile Computing,265,2024-04-17 10:43:23,In Progress
955,Mobile Computing,1493,2024-01-28 10:43:23,In Progress
956,Introduction to Data Science,535,2024-01-31 10:43:23,In Progress
957,Mobile Computing,225,2024-06-11 10:43:23,Completed
958,Introduction to Data Science,1254,2024-06-21 10:43:23,Completed
959,CPP,1308,2024-08-03 10:43:23,In Progress
960,Mobile Computing,721,2024-09-10 10:43:23,Completed
961,CPP,430,2024-01-05 10:43:23,Completed
962,Mobile Computing,713,2024-01-29 10:43:23,In Progress
963,Mobile Computing,1543,2023-09-25 10:43:23,Completed
964,CPP,1786,2023-12-01 10:43:23,In Progress
965,Mobile Computing,1754,2024-04-14 10:43:23,Completed
966,Introduction to Data Science,1584,2023-12-01 10:43:23,In Progress
967,Mobile Computing,1911,2024-01-17 10:43:23,In Progress
968,Introduction to Data Science,1868,2024-02-15 10:43:23,In Progress
969,CPP,1566,2024-03-25 10:43:23,Completed
970,Introduction to Data Science,566,2024-08-21 10:43:23,Completed
971,Mobile Computing,1710,2024-01-04 10:43:23,Completed
972,Mobile Computing,1384,2024-07-29 10:43:23,Completed
973,Introduction to Data Science,1414,2023-12-20 10:43:23,Completed
974,Mobile Computing,664,2024-09-10 10:43:23,Completed
975,CPP,460,2024-02-02 10:43:23,Completed
976,Introduction to Data Science,124,2023-12-24 10:43:23,In Progress
977,CPP,1866,2023-10-08 10:43:23,Completed
978,CPP,110,2023-12-10 10:43:23,Completed
979,Introduction to Data Science,46,2024-07-01 10:43:23,In Progress
980,Introduction to Data Science,1446,2024-07-05 10:43:23,Completed
981,CPP,1720,2024-06-05 10:43:23,In Progress
982,Introduction to Data Science,803,2024-08-23 10:43:23,Completed
983,CPP,1391,2023-10-26 10:43:23,Completed
984,Mobile Computing,180,2023-10-03 10:43:23,In Progress
985,Mobile Computing,1277,2024-02-16 10:43:23,In Progress
986,Introduction to Data Science,1321,2024-05-06 10:43:23,In Progress
987,Introduction to Data Science,1105,2024-04-04 10:43:23,Completed
988,CPP,1954,2024-09-05 10:43:23,In Progress
989,Mobile Computing,737,2024-04-13 10:43:23,In Progress
990,CPP,651,2024-01-25 10:43:23,In Progress
991,CPP,1274,2024-01-12 10:43:23,Completed
992,Introduction to Data Science,1638,2023-12-01 10:43:23,Completed
993,Introduction to Data Science,1999,2024-03-22 10:43:23,Completed
994,Introduction to Data Science,76,2024-09-04 10:43:23,Completed
995,Introduction to Data Science,412,2024-06-27 10:43:23,In Progress
996,Introduction to Data Science,20,2024-02-22 10:43:23,In Progress
997,CPP,449,2024-04-28 10:43:23,In Progress
998,Mobile Computing,1590,2024-03-22 10:43:23,In Progress
999,Introduction to Data Science,520,2024-03-22 10:43:23,In Progress
1000,Mobile Computing,78,2024-04-28 10:43:23,Completed
1001,Introduction to Data Science,1218,2023-11-03 10:43:23,Completed
1002,CPP,720,2023-12-12 10:43:23,Completed
1003,Introduction to Data Science,23,2023-10-29 10:43:23,In Progress
1004,Introduction to Data Science,58,2024-08-27 10:43:23,Completed
1005,Introduction to Data Science,62,2024-07-21 10:43:23,In Progress
1006,Mobile Computing,278,2024-08-04 10:43:23,Completed
1007,Mobile Computing,792,2024-04-05 10:43:23,Completed
1008,CPP,108,2024-02-04 10:43:23,In Progress
1009,Introduction to Data Science,864,2024-09-13 10:43:23,Completed
1010,Mobile Computing,1229,2024-07-28 10:43:23,Completed
1011,Mobile Computing,423,2024-03-21 10:43:23,In Progress
1012,Mobile Computing,685,2024-03-17 10:43:23,In Progress
1013,Mobile Computing,1561,2023-09-30 10:43:23,In Progress
1014,CPP,1267,2024-08-03 10:43:23,Completed
1015,Introduction to Data Science,1137,2024-07-10 10:43:23,In Progress
1016,CPP,1563,2024-03-26 10:43:23,In Progress
1017,CPP,303,2024-02-01 10:43:23,Completed
1018,Introduction to Data Science,252,2024-07-28 10:43:23,Completed
1019,Mobile Computing,53,2023-12-25 10:43:23,In Progress
1020,CPP,150,2024-05-10 10:43:23,In Progress
1021,Introduction to Data Science,1292,2024-07-25 10:43:23,In Progress
1022,Introduction to Data Science,1904,2024-09-04 10:43:23,Completed
1023,Introduction to Data Science,466,2023-10-27 10:43:23,Completed
1024,CPP,1837,2024-03-10 10:43:23,In Progress
1025,Mobile Computing,5,2024-07-03 10:43:23,In Progress
1026,Introduction to Data Science,1957,2024-09-02 10:43:23,Completed
1027,Introduction to Data Science,851,2024-07-22 10:43:23,In Progress
1028,CPP,1638,2024-02-18 10:43:23,In Progress
1029,Mobile Computing,747,2023-10-20 10:43:23,Completed
1030,Introduction to Data Science,883,2024-07-23 10:43:23,In Progress
1031,Introduction to Data Science,946,2024-07-14 10:43:23,In Progress
1032,CPP,16,2023-11-30 10:43:23,Completed
1033,CPP,1605,2023-12-20 10:43:23,In Progress
1034,Mobile Computing,762,2024-05-22 10:43:23,Completed
1035,Mobile Computing,359,2023-11-30 10:43:23,Completed
1036,CPP,154,2024-09-07 10:43:23,In Progress
1037,Mobile Computing,137,2023-12-07 10:43:23,In Progress
1038,Introduction to Data Science,1890,2024-06-25 10:43:23,In Progress
1039,Introduction to Data Science,1180,2024-08-22 10:43:23,In Progress
1040,CPP,755,2024-03-12 10:43:23,Completed
1041,CPP,472,2023-12-10 10:43:23,Completed
1042,Introduction to Data Science,435,2024-06-02 10:43:23,Completed
1043,Introduction to Data Science,1422,2023-11-05 10:43:23,In Progress
1044,Introduction to Data Science,1740,2023-10-26 10:43:23,In Progress
1045,Mobile Computing,1899,2023-10-09 10:43:23,In Progress
1046,CPP,471,2023-10-02 10:43:23,Completed
1047,Mobile Computing,1879,2024-04-01 10:43:23,In Progress
1048,Mobile Computing,34,2023-12-06 10:43:23,In Progress
1049,Mobile Computing,350,2024-01-29 10:43:23,Completed
1050,Mobile Computing,481,2024-09-11 10:43:23,Completed
1051,CPP,358,2024-01-09 10:43:23,In Progress
1052,CPP,941,2024-05-29 10:43:23,In Progress
1053,Introduction to Data Science,1982,2024-03-03 10:43:23,In Progress
1054,Introduction to Data Science,998,2024-02-05 10:43:23,Completed
1055,Mobile Computing,509,2024-03-02 10:43:23,In Progress
1056,Mobile Computing,762,2024-09-16 10:43:23,In Progress
1057,Introduction to Data Science,1943,2024-04-10 10:43:23,In Progress
1058,Mobile Computing,1508,2024-04-20 10:43:23,In Progress
1059,Mobile Computing,1457,2023-12-11 10:43:23,In Progress
1060,Mobile Computing,1617,2023-11-16 10:43:23,In Progress
1061,Mobile Computing,1678,2023-10-23 10:43:23,In Progress
1062,Introduction to Data Science,398,2024-03-25 10:43:23,In Progress
1063,Introduction to Data Science,1848,2024-01-19 10:43:23,In Progress
1064,Introduction to Data Science,171,2024-02-04 10:43:23,In Progress
1065,Mobile Computing,1457,2024-07-20 10:43:23,In Progress
1066,CPP,304,2024-02-24 10:43:23,Completed
1067,CPP,875,2023-12-27 10:43:23,Completed
1068,CPP,1073,2023-11-28 10:43:23,Completed
1069,Introduction to Data Science,1454,2023-11-04 10:43:23,In Progress
1070,CPP,1831,2023-12-17 10:43:23,Completed
1071,Mobile Computing,1315,2023-10-29 10:43:23,In Progress
1072,Introduction to Data Science,122,2024-08-21 10:43:23,In Progress
1073,CPP,1878,2023-11-16 10:43:23,Completed
1074,Introduction to Data Science,978,2024-05-05 10:43:23,Completed
1075,Introduction to Data Science,233,2024-06-22 10:43:23,In Progress
1076,CPP,457,2023-11-23 10:43:23,In Progress
1077,CPP,94,2024-01-29 10:43:23,Completed
1078,Mobile Computing,134,2024-02-20 10:43:23,Completed
1079,Introduction to Data Science,1273,2024-02-27 10:43:23,In Progress
1080,CPP,553,2024-03-03 10:43:23,Completed
1081,CPP,1762,2023-10-30 10:43:23,Completed
1082,Introduction to Data Science,1304,2024-04-09 10:43:23,Completed
1083,Mobile Computing,1527,2024-08-12 10:43:23,Completed
1084,Introduction to Data Science,318,2024-01-12 10:43:23,Completed
1085,CPP,741,2024-02-12 10:43:23,Completed
1086,CPP,1544,2024-09-22 10:43:23,In Progress
1087,CPP,466,2024-05-06 10:43:23,In Progress
1088,CPP,5,2024-02-26 10:43:23,Completed
1089,Mobile Computing,1793,2024-06-06 10:43:23,Completed
1090,Mobile Computing,625,2024-08-05 10:43:23,Completed
1091,Mobile Computing,268,2023-12-28 10:43:23,In Progress
1092,CPP,1486,2023-10-27 10:43:23,Completed
1093,Introduction to Data Science,1974,2023-10-05 10:43:23,Completed
1094,Introduction to Data Science,390,2023-10-17 10:43:23,Completed
1095,Mobile Computing,695,2024-03-15 10:43:23,Completed
1096,CPP,1407,2023-10-22 10:43:23,Completed
1097,Mobile Computing,978,2024-04-18 10:43:23,In Progress
1098,CPP,1925,2024-08-14 10:43:23,In Progress
1099,CPP,597,2024-09-07 10:43:23,Completed
1100,Introduction to Data Science,4,2024-03-22 10:43:23,In Progress
1101,CPP,274,2024-09-04 10:43:23,In Progress
1102,Introduction to Data Science,22,2023-10-06 10:43:23,Completed
1103,Introduction to Data Science,1306,2024-05-30 10:43:23,In Progress
1104,CPP,1448,2024-06-03 10:43:23,Completed
1105,CPP,1008,2024-05-07 10:43:23,Completed
1106,CPP,135,2024-07-04 10:43:23,Completed
1107,CPP,1243,2024-03-06 10:43:23,In Progress
1108,Mobile Computing,983,2024-07-06 10:43:23,In Progress
1109,Introduction to Data Science,874,2024-01-10 10:43:23,In Progress
1110,Introduction to Data Science,1157,2023-12-03 10:43:23,Completed
1111,Mobile Computing,964,2024-05-15 10:43:23,In Progress
1112,Introduction to Data Science,484,2023-10-27 10:43:23,In Progress
1113,Introduction to Data Science,1132,2023-12-13 10:43:23,Completed
1114,Introduction to Data Science,344,2024-01-17 10:43:23,Completed
1115,CPP,1611,2024-08-16 10:43:23,Completed
1116,CPP,49,2024-08-04 10:43:23,Completed
1117,Mobile Computing,422,2023-11-28 10:43:23,In Progress
1118,CPP,1243,2024-05-19 10:43:23,Completed
1119,CPP,1169,2024-06-30 10:43:23,In Progress
1120,Mobile Computing,439,2024-02-24 10:43:23,Completed
1121,Mobile Computing,12,2024-07-28 10:43:23,Completed
1122,Mobile Computing,12,2024-08-30 10:43:23,In Progress
1123,Introduction to Data Science,1094,2023-10-03 10:43:23,In Progress
1124,Introduction to Data Science,833,2024-02-18 10:43:23,Completed
1125,Mobile Computing,791,2023-09-26 10:43:23,In Progress
1126,Mobile Computing,1479,2024-08-26 10:43:23,Completed
1127,Introduction to Data Science,85,2024-05-26 10:43:23,In Progress
1128,Mobile Computing,169,2023-11-02 10:43:23,In Progress
1129,Mobile Computing,1510,2023-11-16 10:43:23,In Progress
1130,Mobile Computing,1790,2024-02-29 10:43:23,In Progress
1131,Introduction to Data Science,1482,2024-08-28 10:43:23,In Progress
1132,CPP,1751,2024-07-08 10:43:23,In Progress
1133,Introduction to Data Science,320,2024-01-01 10:43:23,Completed
1134,Mobile Computing,186,2023-10-19 10:43:23,In Progress
1135,Mobile Computing,1597,2024-01-27 10:43:23,In Progress
1136,Mobile Computing,1608,2024-02-19 10:43:23,In Progress
1137,CPP,1570,2024-01-03 10:43:23,Completed
1138,Introduction to Data Science,43,2023-11-09 10:43:23,In Progress
1139,Mobile Computing,341,2024-01-19 10:43:23,Completed
1140,Mobile Computing,91,2024-08-09 10:43:23,Completed
1141,CPP,1135,2023-11-07 10:43:23,In Progress
1142,Mobile Computing,1556,2024-03-22 10:43:23,In Progress
1143,Mobile Computing,493,2024-07-10 10:43:23,In Progress
1144,Mobile Computing,1532,2024-01-07 10:43:23,In Progress
1145,CPP,220,2024-03-17 10:43:23,Completed
1146,CPP,390,2024-04-12 10:43:23,Completed
1147,Introduction to Data Science,1690,2024-04-21 10:43:23,Completed
1148,CPP,1540,2024-04-27 10:43:23,Completed
1149,CPP,762,2024-03-06 10:43:23,In Progress
1150,Mobile Computing,387,2024-04-27 10:43:23,In Progress
1151,CPP,495,2023-11-07 10:43:23,Completed
1152,CPP,941,2023-12-31 10:43:23,In Progress
1153,Mobile Computing,1498,2024-06-20 10:43:23,Completed
1154,Introduction to Data Science,216,2024-01-30 10:43:23,In Progress
1155,CPP,1774,2023-10-01 10:43:23,Completed
1156,CPP,1923,2024-04-29 10:43:23,In Progress
1157,Introduction to Data Science,857,2024-08-08 10:43:23,Completed
1158,Mobile Computing,1185,2024-07-10 10:43:23,Completed
1159,CPP,1262,2024-03-31 10:43:23,In Progress
1160,CPP,550,2024-06-23 10:43:23,Completed
1161,Mobile Computing,591,2024-06-05 10:43:23,In Progress
1162,Mobile Computing,1775,2024-05-11 10:43:23,In Progress
1163,CPP,1566,2024-06-11 10:43:23,In Progress
1164,Introduction to Data Science,1568,2023-12-20 10:43:23,Completed
1165,Mobile Computing,557,2023-10-11 10:43:23,Completed
1166,Mobile Computing,744,2024-05-17 10:43:23,In Progress
1167,CPP,949,2024-02-17 10:43:23,In Progress
1168,CPP,1930,2024-01-20 10:43:23,In Progress
1169,Mobile Computing,1908,2024-07-26 10:43:23,Completed
1170,Mobile Computing,927,2024-09-03 10:43:23,In Progress
1171,CPP,1693,2023-09-28 10:43:23,In Progress
1172,Introduction to Data Science,383,2024-02-15 10:43:23,Completed
1173,Mobile Computing,1132,2024-02-10 10:43:23,Completed
1174,CPP,1234,2023-11-16 10:43:23,Completed
1175,Mobile Computing,18,2023-11-22 10:43:23,Completed
1176,CPP,768,2023-11-28 10:43:23,Completed
1177,CPP,1729,2023-10-22 10:43:23,In Progress
1178,Mobile Computing,285,2023-09-30 10:43:23,In Progress
1179,Introduction to Data Science,140,2024-03-31 10:43:23,Completed
1180,Mobile Computing,533,2024-08-14 10:43:23,Completed
1181,CPP,1219,2024-03-17 10:43:23,In Progress
1182,Mobile Computing,1980,2023-10-22 10:43:23,Completed
1183,Mobile Computing,432,2023-11-14 10:43:23,Completed
1184,CPP,1939,2024-01-07 10:43:23,Completed
1185,Mobile Computing,1289,2024-01-29 10:43:23,Completed
1186,Mobile Computing,817,2023-11-30 10:43:23,Completed
1187,CPP,1759,2023-10-07 10:43:23,In Progress
1188,Introduction to Data Science,1844,2024-01-12 10:43:23,In Progress
1189,Introduction to Data Science,400,2024-05-27 10:43:23,In Progress
1190,Introduction to Data Science,191,2024-08-11 10:43:23,Completed
1191,CPP,499,2023-12-04 10:43:23,Completed
1192,Introduction to Data Science,1865,2023-12-10 10:43:23,In Progress
1193,Mobile Computing,1626,2023-10-25 10:43:23,In Progress
1194,CPP,1092,2023-10-12 10:43:23,In Progress
1195,CPP,106,2024-06-20 10:43:23,In Progress
1196,CPP,1677,2024-04-06 10:43:23,In Progress
1197,Introduction to Data Science,1075,2023-10-11 10:43:23,Completed
1198,Mobile Computing,354,2024-02-09 10:43:23,In Progress
1199,CPP,1816,2024-07-16 10:43:23,In Progress
1200,CPP,549,2024-06-02 10:43:23,In Progress
1201,Mobile Computing,618,2024-08-14 10:43:23,Completed
1202,Introduction to Data Science,544,2024-04-12 10:43:23,In Progress
1203,CPP,28,2024-02-15 10:43:23,Completed
1204,Mobile Computing,150,2024-06-08 10:43:23,In Progress
1205,Mobile Computing,1822,2023-10-04 10:43:23,Completed
1206,Mobile Computing,1976,2024-03-30 10:43:23,Completed
1207,CPP,863,2024-01-08 10:43:23,In Progress
1208,Introduction to Data Science,935,2024-08-07 10:43:23,In Progress
1209,CPP,1340,2024-05-31 10:43:23,In Progress
1210,Mobile Computing,116,2023-11-20 10:43:23,Completed
1211,CPP,935,2023-11-11 10:43:23,In Progress
1212,Mobile Computing,1031,2023-12-04 10:43:23,Completed
1213,Introduction to Data Science,1702,2024-02-08 10:43:23,In Progress
1214,Mobile Computing,1528,2024-01-09 10:43:23,In Progress
1215,CPP,256,2023-12-26 10:43:23,In Progress
1216,Mobile Computing,894,2024-08-16 10:43:23,Completed
1217,Introduction to Data Science,141,2024-08-26 10:43:23,Completed
1218,Mobile Computing,323,2024-07-24 10:43:23,In Progress
1219,Introduction to Data Science,1903,2024-08-17 10:43:23,Completed
1220,Introduction to Data Science,1058,2023-12-27 10:43:23,Completed
1221,CPP,759,2024-02-18 10:43:23,Completed
1222,Introduction to Data Science,1530,2024-06-19 10:43:23,Completed
1223,CPP,1569,2024-08-03 10:43:23,In Progress
1224,Mobile Computing,352,2024-07-19 10:43:23,Completed
1225,Mobile Computing,845,2024-06-22 10:43:23,In Progress
1226,CPP,1035,2023-10-03 10:43:23,Completed
1227,Mobile Computing,978,2023-10-19 10:43:23,In Progress
1228,Introduction to Data Science,201,2024-01-24 10:43:23,In Progress
1229,CPP,714,2024-05-14 10:43:23,In Progress
1230,Mobile Computing,703,2024-08-29 10:43:23,Completed
1231,Introduction to Data Science,124,2023-10-27 10:43:23,Completed
1232,Introduction to Data Science,672,2024-04-01 10:43:23,In Progress
1233,Mobile Computing,1026,2024-07-09 10:43:23,Completed
1234,Introduction to Data Science,286,2024-05-02 10:43:23,Completed
1235,Mobile Computing,385,2024-08-15 10:43:23,In Progress
1236,Mobile Computing,1517,2024-09-06 10:43:23,Completed
1237,Mobile Computing,1757,2024-07-12 10:43:23,In Progress
1238,Introduction to Data Science,1763,2024-07-01 10:43:23,Completed
1239,CPP,1444,2024-05-14 10:43:23,In Progress
1240,CPP,87,2024-02-17 10:43:23,Completed
1241,Introduction to Data Science,1077,2023-12-23 10:43:23,In Progress
1242,CPP,682,2024-04-30 10:43:23,In Progress
1243,Mobile Computing,1618,2023-11-11 10:43:23,In Progress
1244,Introduction to Data Science,1965,2024-06-07 10:43:23,In Progress
1245,CPP,905,2024-03-21 10:43:23,Completed
1246,Mobile Computing,560,2024-06-13 10:43:23,In Progress
1247,Mobile Computing,1069,2023-09-30 10:43:23,Completed
1248,Introduction to Data Science,1872,2023-12-16 10:43:23,In Progress
1249,CPP,1534,2024-04-05 10:43:23,In Progress
1250,Mobile Computing,1208,2023-10-12 10:43:23,In Progress
1251,Mobile Computing,1674,2024-05-27 10:43:23,In Progress
1252,Introduction to Data Science,1024,2024-09-06 10:43:23,In Progress
1253,Introduction to Data Science,811,2024-01-20 10:43:23,In Progress
1254,CPP,1584,2024-04-18 10:43:23,In Progress
1255,Mobile Computing,172,2023-11-15 10:43:23,In Progress
1256,Mobile Computing,686,2024-02-07 10:43:23,Completed
1257,CPP,753,2023-11-04 10:43:23,In Progress
1258,Mobile Computing,1682,2023-11-15 10:43:23,In Progress
1259,CPP,1644,2024-08-01 10:43:23,Completed
1260,Mobile Computing,1605,2024-05-17 10:43:23,Completed
1261,Introduction to Data Science,459,2023-12-31 10:43:23,In Progress
1262,Mobile Computing,35,2024-07-18 10:43:23,Completed
1263,CPP,1299,2024-07-24 10:43:23,In Progress
1264,CPP,772,2024-01-01 10:43:23,In Progress
1265,Mobile Computing,1504,2024-06-09 10:43:23,In Progress
1266,Mobile Computing,952,2023-11-16 10:43:23,In Progress
1267,Introduction to Data Science,1921,2024-04-19 10:43:23,Completed
1268,CPP,1760,2023-10-18 10:43:23,Completed
1269,Mobile Computing,188,2024-05-09 10:43:23,Completed
1270,Introduction to Data Science,1510,2023-10-19 10:43:23,In Progress
1271,Introduction to Data Science,444,2024-06-14 10:43:23,In Progress
1272,CPP,396,2024-02-16 10:43:23,Completed
1273,CPP,1461,2024-09-04 10:43:23,In Progress
1274,CPP,1079,2023-10-26 10:43:23,Completed
1275,Introduction to Data Science,955,2024-08-11 10:43:23,In Progress
1276,CPP,713,2024-04-02 10:43:23,In Progress
1277,Mobile Computing,1055,2024-03-03 10:43:23,In Progress
1278,Mobile Computing,289,2023-11-12 10:43:23,In Progress
1279,CPP,1799,2024-09-17 10:43:23,In Progress
1280,Introduction to Data Science,506,2024-05-12 10:43:23,Completed
1281,Mobile Computing,1690,2024-07-29 10:43:23,Completed
1282,CPP,254,2024-06-01 10:43:23,In Progress
1283,CPP,1814,2024-02-11 10:43:23,Completed
1284,CPP,1251,2024-03-31 10:43:23,Completed
1285,Mobile Computing,269,2024-09-13 10:43:23,In Progress
1286,Introduction to Data Science,869,2024-09-13 10:43:23,In Progress
1287,Introduction to Data Science,169,2023-10-12 10:43:23,In Progress
1288,Mobile Computing,888,2023-12-12 10:43:23,Completed
1289,CPP,284,2023-11-13 10:43:23,In Progress
